Sample_Name,NODE_ID,family.supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_1493_length_2131_cov_6.771137,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,446,7010598,6596046,67.62,Macouria meta-like virus 76 ,Macouria meta-like virus 76  isolate GUY2002
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_3413_length_1966_cov_2.213418,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,162,9863722,8747930,18.52,Macouria meta-like virus 76 ,Macouria meta-like virus 76  isolate GUY2037
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_947_length_2703_cov_4.169202,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,387,7892536,7236464,53.48,Macouria meta-like virus 76 ,Macouria meta-like virus 76  isolate GUY2074
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_23_length_7113_cov_6.219460,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1102,7010598,6596046,167.07,Macouria meta-like virus 77 ,Macouria meta-like virus 77  isolate GUY2003
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_9795_length_1050_cov_1.240532,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,29,9863722,8747930,3.32,Macouria meta-like virus 77 ,Macouria meta-like virus 77  isolate GUY2038
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_364_length_3573_cov_4.667714,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,862,7892536,7236464,119.12,Macouria meta-like virus 77 ,Macouria meta-like virus 77  isolate GUY2075
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_169_length_4207_cov_13.627479,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1013,7010598,6596046,153.58,Macouria meta-like virus 78 ,Macouria meta-like virus 78  isolate GUY2004
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_9627_length_1063_cov_2.524242,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,211,9863722,8747930,24.12,Macouria meta-like virus 78 ,Macouria meta-like virus 78  isolate GUY2039
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_27_length_7064_cov_10.360320,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1291,7892536,7236464,178.4,Macouria meta-like virus 78 ,Macouria meta-like virus 78  isolate GUY2076
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_1005_length_2435_cov_1.343353,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,116,7010598,6596046,17.59,Macouria meta-like virus 80 ,Macouria meta-like virus 80  isolate GUY2006
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_2819_length_2179_cov_4.757360,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,195,9863722,8747930,22.29,Macouria meta-like virus 80 ,Macouria meta-like virus 80  isolate GUY2040
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_154_length_4445_cov_3.416057,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,394,7892536,7236464,54.45,Macouria meta-like virus 80 ,Macouria meta-like virus 80  isolate GUY2078
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_4030_length_1474_cov_3.209136,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,247,7010598,6596046,37.45,Macouria meta-like virus 84 ,Macouria meta-like virus 84  isolate GUY2010
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_134_length_6294_cov_6.576274,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1093,9863722,8747930,124.94,Macouria meta-like virus 84 ,Macouria meta-like virus 84  isolate GUY2041
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_99_length_5012_cov_4.894716,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,904,7892536,7236464,124.93,Macouria meta-like virus 84 ,Macouria meta-like virus 84  isolate GUY2081
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_41_length_6336_cov_4.373623,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,778,7010598,6596046,117.95,Macouria meta-like virus 85 ,Macouria meta-like virus 85  isolate GUY2011
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_72_length_7291_cov_7.867138,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1340,9863722,8747930,153.18,Macouria meta-like virus 85 ,Macouria meta-like virus 85  isolate GUY2042
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_19_length_7291_cov_10.993489,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1883,7892536,7236464,260.21,Macouria meta-like virus 85 ,Macouria meta-like virus 85  isolate GUY2082
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-1_S19,NODE_142_length_2467_cov_33.980368,Orthomyxoviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,1276,5143417,2848366,447.98,Macouria orthomyxo-like virus 2 ,Macouria orthomyxo-like virus 2  isolate GUY223
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-3_S21,NODE_146_length_2472_cov_12.773656,Orthomyxoviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,491,5059682,3227740,152.12,Macouria orthomyxo-like virus 2 ,Macouria orthomyxo-like virus 2  isolate GUY257
HG3VVBGXF_Guyane-Macouria-Dry-Mansonia-titillans_S44,NODE_100_length_2465_cov_67.640050,Orthomyxoviridae,Guyane,Macouria,Sep-19,2019,Dry,Mansonia titillans,2688,3147250,1897533,1416.58,Macouria orthomyxo-like virus 2 ,Macouria orthomyxo-like virus 2  isolate GUY572
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_945_length_2482_cov_29.837277,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1092,7010598,6596046,165.55,Macouria orthomyxo-like virus 2 ,Macouria orthomyxo-like virus 2  isolate GUY2012
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_2195_length_2464_cov_89.178586,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,3233,9863722,8747930,369.57,Macouria orthomyxo-like virus 2 ,Macouria orthomyxo-like virus 2  isolate GUY2046
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_1242_length_2460_cov_55.393381,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,2001,7892536,7236464,276.52,Macouria orthomyxo-like virus 2 ,Macouria orthomyxo-like virus 2  isolate GUY2084
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-1_S19,NODE_146_length_2451_cov_171.802775,Orthomyxoviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,6385,5143417,2848366,2241.64,Macouria orthomyxo-like virus 3 ,Macouria orthomyxo-like virus 3  isolate GUY224
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-3_S21,NODE_140_length_2505_cov_153.538651,Orthomyxoviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,6625,5059682,3227740,2052.52,Macouria orthomyxo-like virus 3 ,Macouria orthomyxo-like virus 3  isolate GUY258
HG3VVBGXF_Guyane-Macouria-Dry-Mansonia-titillans_S44,NODE_103_length_2450_cov_60.695835,Orthomyxoviridae,Guyane,Macouria,Sep-19,2019,Dry,Mansonia titillans,2473,3147250,1897533,1303.27,Macouria orthomyxo-like virus 3 ,Macouria orthomyxo-like virus 3  isolate GUY573
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_987_length_2451_cov_43.445753,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1583,7010598,6596046,239.99,Macouria orthomyxo-like virus 3 ,Macouria orthomyxo-like virus 3  isolate GUY2013
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_2169_length_2474_cov_79.431070,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,2941,9863722,8747930,336.19,Macouria orthomyxo-like virus 3 ,Macouria orthomyxo-like virus 3  isolate GUY2047
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_1259_length_2449_cov_30.330808,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1123,7892536,7236464,155.19,Macouria orthomyxo-like virus 3 ,Macouria orthomyxo-like virus 3  isolate GUY2085
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-1_S19,NODE_6_length_7229_cov_95.959754,Orthototiviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,10975,5143417,2848366,3853.09,Macouria orthototi-like virus 15 ,Macouria orthototi-like virus 15  isolate GUY225
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-3_S21,NODE_12_length_6593_cov_6.425460,Orthototiviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,705,5059682,3227740,218.42,Macouria orthototi-like virus 15 ,Macouria orthototi-like virus 15  isolate GUY259
HG3VVBGXF_Guyane-Macouria-Dry-Mansonia-titillans_S44,NODE_6_length_7278_cov_793.415822,Orthototiviridae,Guyane,Macouria,Sep-19,2019,Dry,Mansonia titillans,94219,3147250,1897533,49653.42,Macouria orthototi-like virus 15 ,Macouria orthototi-like virus 15  isolate GUY574
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_20_length_7228_cov_202.711670,Orthototiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,23452,7010598,6596046,3555.46,Macouria orthototi-like virus 15 ,Macouria orthototi-like virus 15  isolate GUY2014
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_80_length_7199_cov_11.590514,Orthototiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1320,9863722,8747930,150.89,Macouria orthototi-like virus 15 ,Macouria orthototi-like virus 15  isolate GUY2048
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_23_length_7224_cov_133.086421,Orthototiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,15263,7892536,7236464,2109.18,Macouria orthototi-like virus 15 ,Macouria orthototi-like virus 15  isolate GUY2086
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-1_S19,NODE_386_length_1805_cov_4.928406,Partitiviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,153,5143417,2848366,53.72,Macouria partiti-like virus 4 ,Macouria partiti-like virus 4  isolate GUY226
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-3_S21,NODE_437_length_1792_cov_8.687027,Partitiviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,263,5059682,3227740,81.48,Macouria partiti-like virus 4 ,Macouria partiti-like virus 4  isolate GUY260
HG3VVBGXF_Guyane-Macouria-Dry-Mansonia-titillans_S44,NODE_211_length_1776_cov_6.553729,Partitiviridae,Guyane,Macouria,Sep-19,2019,Dry,Mansonia titillans,187,3147250,1897533,98.55,Macouria partiti-like virus 4 ,Macouria partiti-like virus 4  isolate GUY575
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_3905_length_1836_cov_4.724334,Partitiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,135,9863722,8747930,15.43,Macouria partiti-like virus 4 ,Macouria partiti-like virus 4  isolate GUY2051
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-3_S21,NODE_481_length_1741_cov_19.238010,Partitiviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,497,5059682,3227740,153.98,Macouria partiti-like virus 9 ,Macouria partiti-like virus 9  isolate GUY261
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_2519_length_1769_cov_29.331958,Partitiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,736,7010598,6596046,111.58,Macouria partiti-like virus 9 ,Macouria partiti-like virus 9  isolate GUY2015
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_4155_length_1766_cov_183.103957,Partitiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,4616,9863722,8747930,527.67,Macouria partiti-like virus 9 ,Macouria partiti-like virus 9  isolate GUY2052
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_2922_length_1776_cov_96.116853,Partitiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,2427,7892536,7236464,335.38,Macouria partiti-like virus 9 ,Macouria partiti-like virus 9  isolate GUY2088
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_382_length_3289_cov_18.241294,Solemoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,963,7010598,6596046,146,Macouria solemo-like virus 5 ,Macouria solemo-like virus 5  isolate GUY2017
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_1103_length_3271_cov_17.126329,Solemoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,898,9863722,8747930,102.65,Macouria solemo-like virus 5 ,Macouria solemo-like virus 5  isolate GUY2054
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_489_length_3289_cov_29.342040,Solemoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1495,7892536,7236464,206.59,Macouria solemo-like virus 5 ,Macouria solemo-like virus 5  isolate GUY2089
H577TAFX2Guyane-HamPrefont-July-2019-Mansonia-titillans-1_S19,NODE_1_length_10989_cov_64.907933,Virgaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Mansonia titillans,10968,5143417,2848366,3850.63,Macouria virga-like virus 4 ,Macouria virga-like virus 4  isolate GUY228
HG3VVBGXF_Guyane-Macouria-Dry-Mansonia-titillans_S44,NODE_1_length_11035_cov_34.754424,Virgaviridae,Guyane,Macouria,Sep-19,2019,Dry,Mansonia titillans,6182,3147250,1897533,3257.91,Macouria virga-like virus 4 ,Macouria virga-like virus 4  isolate GUY577
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-1_S19,NODE_2_length_10975_cov_24.063475,Virgaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,3861,7010598,6596046,585.35,Macouria virga-like virus 4 ,Macouria virga-like virus 4  isolate GUY2018
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-2_S20,NODE_9_length_11058_cov_19.049704,Virgaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,3124,9863722,8747930,357.11,Macouria virga-like virus 4 ,Macouria virga-like virus 4  isolate GUY2055
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_2_length_11030_cov_88.728393,Virgaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,14927,7892536,7236464,2062.75,Macouria virga-like virus 4 ,Macouria virga-like virus 4  isolate GUY2090
HGJMGBGXG_Madagascar-Ambato-Boeny-Aug-2019-Dry-Ma-uniformis-1_S51,NODE_217_length_1920_cov_1.513265,Metaviridae,Madagascar,Ambato Boeny,Aug-19,2019,Dry,Mansonia uniformis,158,8978359,3813351,41.43,Ambato Boeny meta-like virus 25 ,Ambato Boeny meta-like virus 25  isolate MAD653
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_169_length_2339_cov_5.042365,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,396,6436804,6075652,65.18,Ambato Boeny meta-like virus 25 ,Ambato Boeny meta-like virus 25  isolate MAD868
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_19_length_5384_cov_3.446244,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,700,11373511,5030949,139.14,Ambato Boeny meta-like virus 25 ,Ambato Boeny meta-like virus 25  isolate MAD882
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-1_S59,NODE_475_length_1127_cov_2.011385,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,1273,8588113,4807547,264.79,Ambato Boeny meta-like virus 25 ,Ambato Boeny meta-like virus 25  isolate MAD2251
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-3_S61,NODE_142_length_1896_cov_3.984641,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,205,5908173,5393722,38.01,Ambato Boeny meta-like virus 25 ,Ambato Boeny meta-like virus 25  isolate MAD2259
HGJMGBGXG_Madagascar-Ambato-Boeny-Aug-2019-Dry-Ma-uniformis-1_S51,NODE_6_length_6928_cov_6.237783,Metaviridae,Madagascar,Ambato Boeny,Aug-19,2019,Dry,Mansonia uniformis,921,8978359,3813351,241.52,Ambato Boeny meta-like virus 26 ,Ambato Boeny meta-like virus 26  isolate MAD654
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_4_length_7031_cov_22.522995,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,3660,6436804,6075652,602.4,Ambato Boeny meta-like virus 26 ,Ambato Boeny meta-like virus 26  isolate MAD869
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_7_length_7068_cov_19.765833,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,3263,11373511,5030949,648.59,Ambato Boeny meta-like virus 26 ,Ambato Boeny meta-like virus 26  isolate MAD883
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-3_S22,NODE_27_length_3923_cov_8.090130,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,874,4880994,2335085,374.29,Ambato Boeny meta-like virus 26 ,Ambato Boeny meta-like virus 26  isolate MAD898
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-1_S59,NODE_4_length_5502_cov_9.372813,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,1245,8588113,4807547,258.97,Ambato Boeny meta-like virus 26 ,Ambato Boeny meta-like virus 26  isolate MAD2252
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-3_S61,NODE_71_length_2651_cov_7.859581,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,381,5908173,5393722,70.64,Ambato Boeny meta-like virus 26 ,Ambato Boeny meta-like virus 26  isolate MAD2260
HGJMGBGXG_Madagascar-Ambato-Boeny-Aug-2019-Dry-Ma-uniformis-1_S51,NODE_129_length_2315_cov_1.512935,Metaviridae,Madagascar,Ambato Boeny,Aug-19,2019,Dry,Mansonia uniformis,142,8978359,3813351,37.24,Ambato Boeny meta-like virus 29 ,Ambato Boeny meta-like virus 29  isolate MAD657
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_28_length_4712_cov_3.974132,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,661,6436804,6075652,108.79,Ambato Boeny meta-like virus 29 ,Ambato Boeny meta-like virus 29  isolate MAD870
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_64_length_3697_cov_3.536976,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,489,11373511,5030949,97.2,Ambato Boeny meta-like virus 29 ,Ambato Boeny meta-like virus 29  isolate MAD884
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-1_S59,NODE_109_length_1965_cov_2.368922,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,171,8588113,4807547,35.57,Ambato Boeny meta-like virus 29 ,Ambato Boeny meta-like virus 29  isolate MAD2253
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_6_length_6821_cov_1.667605,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,636,6436804,6075652,104.68,Ambato Boeny meta-like virus 34 ,Ambato Boeny meta-like virus 34  isolate MAD874
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_351_length_1547_cov_1.113976,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,319,11373511,5030949,63.41,Ambato Boeny meta-like virus 34 ,Ambato Boeny meta-like virus 34  isolate MAD887
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-3_S61,NODE_533_length_1076_cov_1.495513,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,4563,5908173,5393722,845.98,Ambato Boeny meta-like virus 34 ,Ambato Boeny meta-like virus 34  isolate MAD2261
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_185_length_2186_cov_1.931850,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,460,6436804,6075652,75.71,Ambato Boeny meta-like virus 35 ,Ambato Boeny meta-like virus 35  isolate MAD875
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_284_length_1699_cov_1.589791,Metaviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,247,11373511,5030949,49.1,Ambato Boeny meta-like virus 35 ,Ambato Boeny meta-like virus 35  isolate MAD888
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-1_S59,NODE_440_length_1163_cov_2.441284,Metaviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,67,8588113,4807547,13.94,Ambato Boeny meta-like virus 35 ,Ambato Boeny meta-like virus 35  isolate MAD2254
HGJMGBGXG_Madagascar-Ambato-Boeny-Aug-2019-Dry-Ma-uniformis-1_S51,NODE_5_length_7246_cov_69.331521,Orthototiviridae,Madagascar,Ambato Boeny,Aug-19,2019,Dry,Mansonia uniformis,7867,8978359,3813351,2063.01,Ambato Boeny orthototi-like virus 24 ,Ambato Boeny orthototi-like virus 24  isolate MAD659
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_3_length_7229_cov_21.594047,Orthototiviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,2945,6436804,6075652,484.72,Ambato Boeny orthototi-like virus 24 ,Ambato Boeny orthototi-like virus 24  isolate MAD878
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_5_length_7233_cov_16.243296,Orthototiviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,2177,11373511,5030949,432.72,Ambato Boeny orthototi-like virus 24 ,Ambato Boeny orthototi-like virus 24  isolate MAD893
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-3_S22,NODE_2_length_7238_cov_26.648988,Orthototiviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,3425,4880994,2335085,1466.76,Ambato Boeny orthototi-like virus 24 ,Ambato Boeny orthototi-like virus 24  isolate MAD899
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-1_S59,NODE_1_length_7256_cov_243.442294,Orthototiviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,27176,8588113,4807547,5652.78,Ambato Boeny orthototi-like virus 24 ,Ambato Boeny orthototi-like virus 24  isolate MAD2256
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-3_S61,NODE_2_length_7523_cov_36.332081,Orthototiviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,4158,5908173,5393722,770.9,Ambato Boeny orthototi-like virus 24 ,Ambato Boeny orthototi-like virus 24  isolate MAD2262
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-1_S20,NODE_318_length_1693_cov_115.923457,Partitiviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,3280,6436804,6075652,539.86,Ambato Boeny partiti-like virus 6 ,Ambato Boeny partiti-like virus 6  isolate MAD879
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Mansonia-uniformis-2_S21,NODE_289_length_1686_cov_155.750775,Partitiviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Mansonia uniformis,4503,11373511,5030949,895.06,Ambato Boeny partiti-like virus 6 ,Ambato Boeny partiti-like virus 6  isolate MAD894
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Mansonia-uniformis-1_S59,NODE_177_length_1681_cov_6.218905,Partitiviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Mansonia uniformis,155,8588113,4807547,32.24,Ambato Boeny partiti-like virus 6 ,Ambato Boeny partiti-like virus 6  isolate MAD2257
HGJMGBGXG_Madagascar-Amparafaravola-Aug-2019-Dry-Ma-uniformis-1_S63,NODE_1_length_7515_cov_30.167294,Metaviridae,Madagascar,Amparafaravola,Aug-19,2019,Dry,Mansonia uniformis,4034,9347341,6954286,580.07,Amparafaravola meta-like virus 15 ,Amparafaravola meta-like virus 15  isolate MAD685
